,DBS1,DBS2,DBS3,DBS4,DBS5,DBS7,DBS8,DBS10,DBS11,DBS12,DBS13,DBS14,DBS15,DBS16,DBS17,DBS18,DBS19,DBS20,DBS21,DBS22,DBS23,DBS24,DBS25,DBS26,DBS27,DBS28,DBS29,DBS30,DBS31,DBS32,DBS33,DBS34,DBS35,DBS36,DBS37,DBS38,DBS39,DBS40,DBS41
Liver.HCC..SP99249,0,33.6541579768201,0,0,0,0,0,0,0,0,16.871411918987,0,0,0,0,0,0,13.4744301042065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP99253,0,75.1277446602633,0,0,0,0,0,0,0,0,31.0633606396355,0,0,0,0,0,0,24.8088947001218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP99257,0,484.511503883432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP99261,0,59.170383392789,0,0,0,0,0,0,0,0,38.8232504810763,0,0,0,0,0,0,31.0063661261596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP99269,0,47.0754566713511,0,0,0,0,0,0,0,0,32.204373500998,0,0,0,0,0,0,25.7201698276721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP99279,0,47.649098737656,0,0,0,0,0,0,0,0,16.3182535851941,0,0,0,0,0,0,13.0326476771612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP106993,0,158.605106629136,0,0,0,0,0,0,0,0,50.8129216573723,0,0,0,0,0,0,40.581971713479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP106998,0,355.477042648278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107004,0,101.726889307948,0,0,0,0,0,0,0,0,45.7414738823782,0,0,0,0,0,0,36.5316368097127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107007,0,74.1615182675551,0,0,0,0,0,0,0,0,43.2759482321633,0,0,0,0,0,0,34.5625335003115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107010,0,87.5030819365142,0,0,0,0,0,0,0,0,42.5300775703025,0,0,0,0,0,0,33.9668404932128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107012,0,124.942917801263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107017,0,0,0,0,0,0,0,0,0,0,24.270190348344,0,0,0,0,0,0,19.3834982534279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107019,0,40.3630524088767,0,0,0,0,0,0,0,0,22.5929694557941,0,0,0,0,0,0,18.0439781353432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107023,0,29.2975101602879,0,0,0,0,0,0,0,0,20.9614956794082,0,0,0,0,0,0,16.7409941603021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107025,0,87.5475656682336,0,0,0,0,0,0,0,0,26.3821832842305,0,0,0,0,0,0,21.0702510475527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107028,0,122.10451607258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107030,0,46.4368705004478,0,0,0,0,0,0,0,0,20.3280442296839,0,0,0,0,0,0,16.2350852698841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107034,0,49.5413854193471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107037,0,96.0561489639499,0,0,0,0,0,0,0,0,32.2151080287991,0,0,0,0,0,0,25.7287430072763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107041,0,0,0,0,0,0,0,0,0,0,26.2435572663527,0,0,0,0,0,0,20.9595367458992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107047,0,259.12894967076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107052,0,0,0,0,0,0,0,0,0,0,17.6216345509389,0,0,0,0,0,0,14.0735988320741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107056,0,110.697767661288,0,0,0,0,0,0,0,0,29.078530936621,0,0,0,0,0,0,23.2237014021071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107060,0,49.8815226023371,0,0,0,0,0,0,0,0,27.8644262460228,0,0,0,0,0,0,22.2540511516593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107068,0,0,0,0,0,0,0,0,0,0,26.1286742811973,0,0,0,0,0,0,20.8677849256561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107071,0,114.309859023591,0,0,0,0,0,0,0,0,45.9733306785921,0,0,0,0,0,0,36.7168102978459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107076,0,152.212299687174,0,0,0,0,0,0,0,0,123.863528307758,0,0,0,0,0,0,98.9241720051313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107078,0,0,0,0,0,0,0,0,0,0,18.4648792939688,0,0,0,0,0,0,14.7470600933636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107080,0,39.7260092577789,0,0,0,0,0,0,0,0,36.8464251699782,0,0,0,0,0,0,29.4275655722687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107084,0,82.6482563129838,0,0,0,0,0,0,0,0,30.2180000659861,0,0,0,0,0,0,24.1337436210546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107091,0,28.8619593717873,0,0,0,0,0,0,0,0,22.8715627151952,0,0,0,0,0,0,18.2664779130339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107094,0,53.6135182301974,0,0,0,0,0,0,0,0,15.2260930705822,0,0,0,0,0,0,12.1603886992299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107097,0,33.2602647306936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107101,0,253.54812373571,0,0,0,0,0,0,0,0,52.5125158747784,0,0,0,0,0,0,41.9393603895376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107104,0,77.0403990282449,0,0,0,0,0,0,0,0,30.5559511642259,0,0,0,0,0,0,24.4036498075515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.616632041438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107119,0,62.6159446144056,0,0,0,0,0,0,0,0,22.4523686918651,0,0,0,0,0,0,17.9316866937462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107121,0,42.1463356430413,0,0,0,0,0,0,0,0,57.1836674499817,0,0,0,0,0,0,45.6699969070064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107123,0,0,0,0,0,0,0,0,0,0,19.905813811939,0,0,0,0,0,0,15.8978690203437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107132,0,90.3723349318348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107136,0,54.2738760547326,0,0,0,0,0,0,0,0,55.4448452898165,0,0,0,0,0,0,44.2812786554874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107141,0,26.5773143863218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107146,0,33.8653418786643,0,0,0,0,0,0,0,0,23.425653263722,0,0,0,0,0,0,18.7090048576296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107152,0,51.1012944930373,0,0,0,0,0,0,0,0,31.6340372935361,0,0,0,0,0,0,25.2646682134477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP107155,0,39.4196067000253,0,0,0,0,0,0,0,0,38.6846895186536,0,0,0,0,0,0,30.8957037813421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112125,0,141.345036629004,0,0,0,0,0,0,0,0,34.834350452149,0,0,0,0,0,0,27.8206129188681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112130,0,0,0,0,0,0,0,0,0,0,28.1683967792928,0,0,0,0,0,0,22.4968186049082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112133,0,147.335114622518,0,0,0,0,0,0,0,0,55.4107984144109,0,0,0,0,0,0,44.2540869631073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112138,0,0,0,0,0,0,0,0,0,0,15.519926522365,0,0,0,0,0,0,12.3950601260991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112141,0,124.589116197111,0,0,0,0,0,0,0,0,31.9187936367583,0,0,0,0,0,0,25.492090166151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112147,0,69.8427425297824,0,0,0,0,0,0,0,0,17.8785066023376,0,0,0,0,0,0,14.2787508678916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112152,0,0,0,0,0,0,0,0,0,0,23.3033196747514,0,0,0,0,0,0,18.6113025786564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112156,0,0,0,0,0,0,0,0,0,0,26.2601388940645,0,0,0,0,0,0,20.9727797385242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112160,0,81.5263245398537,0,0,0,0,0,0,0,0,20.8342814914654,0,0,0,0,0,0,16.6393939686921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112165,0,0,0,0,0,0,0,0,0,0,16.3232719808643,0,0,0,0,0,0,13.0366556417593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112170,0,131.039327278851,0,0,0,0,0,0,0,0,40.5640272701779,0,0,0,0,0,0,32.3966454509965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112178,0,143.372918133896,0,0,0,0,0,0,0,0,50.9420117562373,0,0,0,0,0,0,40.6850701099057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112180,0,0,0,0,0,0,0,0,0,0,31.8416298209434,0,0,0,0,0,0,25.4304629325937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112182,0,71.4367299205202,0,0,0,0,0,0,0,0,15.8803533906226,0,0,0,0,0,0,12.6829166888654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112186,0,135.111004207079,0,0,0,0,0,0,0,0,0,0,0,0,0,123.409178152792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112188,0,42.5222954437464,0,0,0,0,0,0,0,0,28.6201172980807,0,0,0,0,0,0,22.857587258194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112190,0,257.554167383454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112192,0,101.980831324789,0,0,0,0,0,0,0,0,33.9248958353891,0,0,0,0,0,0,27.0942728398444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112194,0,52.8636335204236,0,0,0,0,0,0,0,0,49.5572459215284,0,0,0,0,0,0,39.5791205580796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112196,0,49.0471181352825,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6186303926648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112198,0,73.0925799754821,0,0,0,0,0,0,0,0,32.1948534383453,0,0,0,0,0,0,25.7125665861997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112201,0,26.9088176832357,0,0,35.0518858845752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112205,0,83.3461422608287,0,0,0,0,0,0,0,0,23.7143132591828,0,0,0,0,0,0,18.9395444800035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112208,0,37.6006677720789,0,0,0,0,0,0,0,0,48.0355339103473,0,0,0,0,0,0,38.3637983176027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112211,0,43.311449908242,0,0,0,0,0,0,0,0,29.8492835769492,0,0,0,0,0,0,23.8392665148318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112213,0,32.9917957135249,0,0,0,0,0,0,0,0,51.7098759416048,0,0,0,0,0,0,41.2983283448975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112215,0,103.437791332861,0,0,0,0,0,0,0,0,22.5514167721682,0,0,0,0,0,0,18.010791894983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112217,0,132.351140243084,0,0,0,0,0,0,0,0,36.4988703930047,0,0,0,0,0,0,29.1499893639348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112219,0,82.6812263075971,0,0,0,0,0,0,0,0,42.4310344439556,0,0,0,0,0,0,33.8877392484758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112221,0,0,0,0,0,0,0,0,0,0,19.3032577442628,0,0,0,0,0,0,15.4166348677574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112224,0,57.3141351534604,0,0,0,0,0,0,0,0,22.0641949126245,0,0,0,0,0,0,17.6216699339291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112228,0,78.7542893298041,0,0,0,0,0,0,0,0,21.8194819001703,0,0,0,0,0,0,17.4262287700398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112234,0,100.644649848083,0,0,0,0,0,0,0,0,36.8916586524892,0,0,0,0,0,0,29.463691499452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112237,0,33.1749930608175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112241,0,77.1228976148886,0,0,0,0,0,0,0,0,14.3869217165061,0,0,0,0,0,0,11.490180668613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112245,0,37.9512088727475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112248,0,61.7355147411613,0,0,0,0,0,0,0,0,24.0538045280547,0,0,0,0,0,0,19.2106807308027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112252,0,50.4835130361633,0,0,0,0,0,0,0,0,29.1976503215232,0,0,0,0,0,0,23.3188366423364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112261,0,25.3918198016806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112265,0,33.7287821835131,0,0,0,0,0,0,0,0,23.5015765110211,0,0,0,0,0,0,18.7696413054817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112269,0,151.459576743868,0,0,0,0,0,0,0,0,36.4385828297066,0,0,0,0,0,0,29.1018404264473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112273,0,88.9104337702776,0,0,0,0,0,0,0,0,50.0871974586612,0,0,0,0,0,0,40.0023687710923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112276,0,0,0,0,0,0,0,0,0,0,16.1905621047261,0,0,0,0,0,0,12.9306662936984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112283,0,0,0,0,0,0,0,0,0,0,46.8333315631962,0,0,0,0,0,0,37.4036539280528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112288,0,40.0879271081095,0,0,0,0,0,0,0,0,17.1862199318924,0,0,0,0,0,0,13.7258529600117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112290,0,70.4619247944132,0,0,0,0,0,0,0,0,40.8850463788475,0,0,0,0,0,0,32.6530288267717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112300,0,0,0,0,0,0,0,0,0,0,22.2388449871907,0,0,0,0,0,0,17.7611550128151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112304,0,51.232208988973,0,0,0,0,0,0,0,0,34.3411082373944,0,0,0,0,0,0,27.4266827736575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver.HCC..SP112310,0,124.280044147221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP50263,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP50317,0,0,0,0,0,0,0,0,0,0,76.9999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP50321,0,192.58604977478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP50518,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP50611,0,896.446006950021,0,0,0,0,0,0,0,0,349.55399305004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP50713,0,122.423548568918,0,0,0,0,0,0,0,0,69.5764514311008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP50827,0,504.71699936313,0,0,0,0,0,0,0,0,278.283000636941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP51037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP51446,0,0,0,0,0,0,0,0,0,0,35.9999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP51824,0,251.291784704316,0,0,0,0,0,0,0,0,120.708215295713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP52232,0,381.975169056746,0,0,0,0,0,0,0,0,162.024830943285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP52284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP52667,0,370.305734968004,0,0,0,0,0,0,0,0,299.694265032097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP52779,0,495.535774306716,0,0,0,0,0,0,0,0,292.464225693373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP53073,0,300.008478400206,0,0,0,0,0,0,0,0,135.99152159983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP53387,0,463.08189950307,0,0,0,0,0,0,0,0,245.918100497001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP53548,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP53618,0,893.51790985753,0,0,0,0,0,0,0,0,382.482090142556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP53810,0,0,0,0,0,0,0,0,0,0,2060.0597477099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP54113,0,2275.58354775255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP54363,0,552.516557443121,0,0,0,0,0,0,0,0,296.483442556946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP54745,0,130.781099337138,0,0,0,0,0,0,0,0,243.218900662921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP55142,0,2914.4355669491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP55235,0,1352.76502877294,0,0,0,0,0,0,0,0,757.234971227258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP55387,0,348.781357875669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP55509,0,689.082209761919,0,0,0,0,0,0,0,0,497.917790238247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP55711,0,0,0,0,0,0,0,0,0,0,31.3320307353465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung.AdenoCA..SP56079,0,653.144442023146,0,0,0,0,0,0,0,0,327.855557976929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
